-3.145564280030654913e-03,5.764047295695462481e-04,4.492326138210600561e-03
6.750653680853702099e-04,3.121700666675053526e-03,5.765808584524023672e-03
3.222151800162720292e-03,4.394348635228695343e-03,-6.016036470413155257e-04
3.222151800162720292e-03,-6.962432389840955693e-04,-6.016036470413155257e-04
6.750653680853702099e-04,-6.962432389840955693e-04,3.218843691897177450e-03
6.750653680853702099e-04,5.764047295695462481e-04,6.718787992721075852e-04
-3.145564280030654913e-03,-6.962432389840955693e-04,1.945361245583754339e-03
6.750653680853702099e-04,3.121700666675053526e-03,-6.016036470413155257e-04
3.222151800162720292e-03,3.121700666675053526e-03,-6.969015878608431080e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-8.242498324921854191e-03
-5.984778479533048312e-04,-3.241539176091379204e-03,-4.422050985981584859e-03
1.948608584124045251e-03,5.764047295695462481e-04,-3.148568539668161748e-03
-3.145564280030654913e-03,5.764047295695462481e-04,6.718787992721075852e-04
1.948608584124045251e-03,4.394348635228695343e-03,-6.016036470413155257e-04
1.948608584124045251e-03,-6.962432389840955693e-04,6.718787992721075852e-04
6.750653680853702099e-04,-6.962432389840955693e-04,-6.016036470413155257e-04
1.948608584124045251e-03,-1.968891207537737387e-03,3.218843691897177450e-03
-3.145564280030654913e-03,1.849052698121411709e-03,5.765808584524023672e-03
-3.145564280030654913e-03,3.121700666675053526e-03,5.765808584524023672e-03
6.750653680853702099e-04,4.394348635228695343e-03,1.945361245583754339e-03
1.948608584124045251e-03,-6.962432389840955693e-04,-6.016036470413155257e-04
6.750653680853702099e-04,-6.962432389840955693e-04,-5.695533432295007970e-03
-5.984778479533048312e-04,-3.241539176091379204e-03,-3.148568539668161748e-03
6.750653680853702099e-04,5.764047295695462481e-04,-4.422050985981584859e-03
6.750653680853702099e-04,5.764047295695462481e-04,-6.016036470413155257e-04
6.750653680853702099e-04,3.121700666675053526e-03,-3.148568539668161748e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-5.695533432295007970e-03
-5.984778479533048312e-04,-6.962432389840955693e-04,-6.016036470413155257e-04
6.750653680853702099e-04,-3.241539176091379204e-03,6.718787992721075852e-04
-3.145564280030654913e-03,-6.962432389840955693e-04,4.492326138210600561e-03
-3.145564280030654913e-03,3.121700666675053526e-03,4.492326138210600561e-03
6.750653680853702099e-04,3.121700666675053526e-03,3.218843691897177450e-03
3.222151800162720292e-03,-6.962432389840955693e-04,4.492326138210600561e-03
-1.872021063991979872e-03,-6.962432389840955693e-04,3.218843691897177450e-03
6.750653680853702099e-04,-1.968891207537737387e-03,1.945361245583754339e-03
-3.145564280030654913e-03,5.764047295695462481e-04,3.218843691897177450e-03
-3.145564280030654913e-03,3.121700666675053526e-03,1.945361245583754339e-03
6.750653680853702099e-04,3.121700666675053526e-03,-1.875086093354738637e-03
1.948608584124045251e-03,5.764047295695462481e-04,-3.148568539668161748e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-6.969015878608431080e-03
3.222151800162720292e-03,-3.241539176091379204e-03,-3.148568539668161748e-03
-3.145564280030654913e-03,-3.241539176091379204e-03,6.718787992721075852e-04
-3.145564280030654913e-03,-6.962432389840955693e-04,1.945361245583754339e-03
6.750653680853702099e-04,1.849052698121411709e-03,3.218843691897177450e-03
3.222151800162720292e-03,3.121700666675053526e-03,-6.016036470413155257e-04
3.222151800162720292e-03,-3.241539176091379204e-03,-6.016036470413155257e-04
6.750653680853702099e-04,-3.241539176091379204e-03,3.218843691897177450e-03
6.750653680853702099e-04,-6.962432389840955693e-04,3.218843691897177450e-03
-5.984778479533048312e-04,5.764047295695462481e-04,3.218843691897177450e-03
6.750653680853702099e-04,3.121700666675053526e-03,1.945361245583754339e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-1.875086093354738637e-03
3.222151800162720292e-03,-3.241539176091379204e-03,-4.422050985981584859e-03
6.750653680853702099e-04,-4.514187144645021021e-03,-3.148568539668161748e-03
6.750653680853702099e-04,-6.962432389840955693e-04,-6.016036470413155257e-04
1.948608584124045251e-03,3.121700666675053526e-03,-3.148568539668161748e-03
6.750653680853702099e-04,5.764047295695462481e-04,-1.875086093354738637e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-3.148568539668161748e-03
3.222151800162720292e-03,-3.241539176091379204e-03,-1.875086093354738637e-03
-3.145564280030654913e-03,-3.241539176091379204e-03,6.718787992721075852e-04
-3.145564280030654913e-03,-6.962432389840955693e-04,4.492326138210600561e-03
6.750653680853702099e-04,3.121700666675053526e-03,4.492326138210600561e-03
6.750653680853702099e-04,-6.962432389840955693e-04,4.492326138210600561e-03
1.948608584124045251e-03,1.849052698121411709e-03,-6.016036470413155257e-04
6.750653680853702099e-04,-3.241539176091379204e-03,-6.016036470413155257e-04
-3.145564280030654913e-03,-1.968891207537737387e-03,6.718787992721075852e-04
-3.145564280030654913e-03,5.764047295695462481e-04,6.718787992721075852e-04
6.750653680853702099e-04,3.121700666675053526e-03,-6.016036470413155257e-04
3.222151800162720292e-03,4.394348635228695343e-03,-9.515980771235277302e-03
3.222151800162720292e-03,-1.968891207537737387e-03,-6.969015878608431080e-03
6.750653680853702099e-04,-4.514187144645021021e-03,-3.148568539668161748e-03
-5.984778479533048312e-04,-6.962432389840955693e-04,6.718787992721075852e-04
6.750653680853702099e-04,4.394348635228695343e-03,-6.016036470413155257e-04
6.750653680853702099e-04,-6.962432389840955693e-04,6.718787992721075852e-04
3.222151800162720292e-03,-6.962432389840955693e-04,-6.016036470413155257e-04
3.222151800162720292e-03,-1.968891207537737387e-03,3.218843691897177450e-03
-3.145564280030654913e-03,1.849052698121411709e-03,7.039291030837446783e-03
6.750653680853702099e-04,1.849052698121411709e-03,4.492326138210600561e-03
6.750653680853702099e-04,3.121700666675053526e-03,4.492326138210600561e-03
3.222151800162720292e-03,3.121700666675053526e-03,-6.016036470413155257e-04
6.750653680853702099e-04,-6.962432389840955693e-04,6.718787992721075852e-04
6.750653680853702099e-04,-1.968891207537737387e-03,-1.875086093354738637e-03
-3.145564280030654913e-03,-3.241539176091379204e-03,-6.016036470413155257e-04
-3.145564280030654913e-03,4.394348635228695343e-03,-6.016036470413155257e-04
3.222151800162720292e-03,4.394348635228695343e-03,-6.969015878608431080e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-6.969015878608431080e-03
6.750653680853702099e-04,-3.241539176091379204e-03,-5.695533432295007970e-03
-3.145564280030654913e-03,-3.241539176091379204e-03,1.945361245583754339e-03
-3.145564280030654913e-03,4.394348635228695343e-03,3.218843691897177450e-03
6.750653680853702099e-04,3.121700666675053526e-03,6.718787992721075852e-04
3.222151800162720292e-03,4.394348635228695343e-03,-6.016036470413155257e-04
3.222151800162720292e-03,-1.968891207537737387e-03,-6.016036470413155257e-04
-1.872021063991979872e-03,-3.241539176091379204e-03,4.492326138210600561e-03
-3.145564280030654913e-03,-6.962432389840955693e-04,3.218843691897177450e-03
6.750653680853702099e-04,5.764047295695462481e-04,6.718787992721075852e-04
-5.984778479533048312e-04,4.394348635228695343e-03,-6.016036470413155257e-04
3.222151800162720292e-03,3.121700666675053526e-03,-5.695533432295007970e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-6.969015878608431080e-03
6.750653680853702099e-04,-4.514187144645021021e-03,-5.695533432295007970e-03
6.750653680853702099e-04,-6.962432389840955693e-04,-3.148568539668161748e-03
-3.145564280030654913e-03,-6.962432389840955693e-04,-6.016036470413155257e-04
-1.872021063991979872e-03,4.394348635228695343e-03,-1.875086093354738637e-03
3.222151800162720292e-03,1.849052698121411709e-03,-3.148568539668161748e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-1.875086093354738637e-03
6.750653680853702099e-04,-3.241539176091379204e-03,6.718787992721075852e-04
1.948608584124045251e-03,5.764047295695462481e-04,1.945361245583754339e-03
-3.145564280030654913e-03,5.764047295695462481e-04,4.492326138210600561e-03
6.750653680853702099e-04,3.121700666675053526e-03,1.945361245583754339e-03
3.222151800162720292e-03,4.394348635228695343e-03,-6.016036470413155257e-04
3.222151800162720292e-03,-3.241539176091379204e-03,-1.875086093354738637e-03
6.750653680853702099e-04,-1.968891207537737387e-03,-6.016036470413155257e-04
-5.984778479533048312e-04,-6.962432389840955693e-04,-1.875086093354738637e-03
6.750653680853702099e-04,5.764047295695462481e-04,-6.016036470413155257e-04
6.750653680853702099e-04,3.121700666675053526e-03,-4.422050985981584859e-03
3.222151800162720292e-03,5.764047295695462481e-04,-6.969015878608431080e-03
3.222151800162720292e-03,-1.968891207537737387e-03,-5.695533432295007970e-03
6.750653680853702099e-04,-3.241539176091379204e-03,6.718787992721075852e-04
6.750653680853702099e-04,5.764047295695462481e-04,-6.016036470413155257e-04
1.948608584124045251e-03,-6.962432389840955693e-04,1.945361245583754339e-03
6.750653680853702099e-04,3.121700666675053526e-03,1.945361245583754339e-03
1.948608584124045251e-03,3.121700666675053526e-03,-6.016036470413155257e-04
3.222151800162720292e-03,-3.241539176091379204e-03,-6.016036470413155257e-04
-3.145564280030654913e-03,-3.241539176091379204e-03,1.945361245583754339e-03
-3.145564280030654913e-03,5.764047295695462481e-04,6.718787992721075852e-04
6.750653680853702099e-04,3.121700666675053526e-03,-1.875086093354738637e-03
1.948608584124045251e-03,5.764047295695462481e-04,-3.148568539668161748e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-5.695533432295007970e-03
6.750653680853702099e-04,-1.968891207537737387e-03,-3.148568539668161748e-03
-3.145564280030654913e-03,-3.241539176091379204e-03,-6.016036470413155257e-04
-3.145564280030654913e-03,3.121700666675053526e-03,-6.016036470413155257e-04
6.750653680853702099e-04,3.121700666675053526e-03,-6.016036470413155257e-04
3.222151800162720292e-03,3.121700666675053526e-03,-3.148568539668161748e-03
3.222151800162720292e-03,-3.241539176091379204e-03,-1.875086093354738637e-03
6.750653680853702099e-04,3.121700666675053526e-03,4.492326138210600561e-03
3.222151800162720292e-03,-6.962432389840955693e-04,1.945361245583754339e-03
-5.984778479533048312e-04,-6.962432389840955693e-04,1.945361245583754339e-03
-5.984778479533048312e-04,-1.968891207537737387e-03,-6.016036470413155257e-04
-3.145564280030654913e-03,5.764047295695462481e-04,6.718787992721075852e-04
-1.872021063991979872e-03,1.849052698121411709e-03,-6.016036470413155257e-04
6.750653680853702099e-04,3.121700666675053526e-03,-3.148568539668161748e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-5.695533432295007970e-03
-5.984778479533048312e-04,-6.962432389840955693e-04,6.718787992721075852e-04
6.750653680853702099e-04,-3.241539176091379204e-03,-6.016036470413155257e-04
-3.145564280030654913e-03,-6.962432389840955693e-04,4.492326138210600561e-03
-3.145564280030654913e-03,4.394348635228695343e-03,4.492326138210600561e-03
1.948608584124045251e-03,4.394348635228695343e-03,3.218843691897177450e-03
1.948608584124045251e-03,-6.962432389840955693e-04,6.718787992721075852e-04
3.222151800162720292e-03,-1.968891207537737387e-03,3.218843691897177450e-03
6.750653680853702099e-04,-1.968891207537737387e-03,1.945361245583754339e-03
-3.145564280030654913e-03,5.764047295695462481e-04,4.492326138210600561e-03
-1.872021063991979872e-03,3.121700666675053526e-03,1.945361245583754339e-03
3.222151800162720292e-03,1.849052698121411709e-03,-1.875086093354738637e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-6.969015878608431080e-03
6.750653680853702099e-04,-3.241539176091379204e-03,-3.148568539668161748e-03
6.750653680853702099e-04,-6.962432389840955693e-04,-3.148568539668161748e-03
-3.145564280030654913e-03,5.764047295695462481e-04,6.718787992721075852e-04
-1.872021063991979872e-03,1.849052698121411709e-03,1.945361245583754339e-03
3.222151800162720292e-03,3.121700666675053526e-03,-6.016036470413155257e-04
3.222151800162720292e-03,5.764047295695462481e-04,-1.875086093354738637e-03
6.750653680853702099e-04,-3.241539176091379204e-03,1.945361245583754339e-03
6.750653680853702099e-04,-6.962432389840955693e-04,3.218843691897177450e-03
-3.145564280030654913e-03,1.849052698121411709e-03,5.765808584524023672e-03
1.948608584124045251e-03,4.394348635228695343e-03,3.218843691897177450e-03
3.222151800162720292e-03,1.849052698121411709e-03,-6.016036470413155257e-04
3.222151800162720292e-03,-3.241539176091379204e-03,-3.148568539668161748e-03
6.750653680853702099e-04,-1.968891207537737387e-03,-6.016036470413155257e-04
6.750653680853702099e-04,5.764047295695462481e-04,-3.148568539668161748e-03
6.750653680853702099e-04,-6.962432389840955693e-04,-1.875086093354738637e-03
6.750653680853702099e-04,3.121700666675053526e-03,-6.016036470413155257e-04
3.222151800162720292e-03,-6.962432389840955693e-04,-6.969015878608431080e-03
3.222151800162720292e-03,-1.968891207537737387e-03,-4.422050985981584859e-03
-1.872021063991979872e-03,-4.514187144645021021e-03,-6.016036470413155257e-04
-3.145564280030654913e-03,-1.968891207537737387e-03,4.492326138210600561e-03
-5.984778479533048312e-04,5.764047295695462481e-04,4.492326138210600561e-03
6.750653680853702099e-04,3.121700666675053526e-03,1.945361245583754339e-03
3.222151800162720292e-03,-6.962432389840955693e-04,6.718787992721075852e-04
3.222151800162720292e-03,-4.514187144645021021e-03,-6.016036470413155257e-04
6.750653680853702099e-04,-3.241539176091379204e-03,3.218843691897177450e-03
-1.872021063991979872e-03,-6.962432389840955693e-04,4.492326138210600561e-03
-3.145564280030654913e-03,4.394348635228695343e-03,3.218843691897177450e-03
6.750653680853702099e-04,3.121700666675053526e-03,-3.148568539668161748e-03
1.948608584124045251e-03,-6.962432389840955693e-04,-3.148568539668161748e-03
6.750653680853702099e-04,5.764047295695462481e-04,-4.422050985981584859e-03
6.750653680853702099e-04,-1.968891207537737387e-03,-5.695533432295007970e-03
-3.145564280030654913e-03,-6.962432389840955693e-04,-6.016036470413155257e-04
6.750653680853702099e-04,5.764047295695462481e-04,6.718787992721075852e-04
6.750653680853702099e-04,1.849052698121411709e-03,-6.016036470413155257e-04
3.222151800162720292e-03,4.394348635228695343e-03,-3.148568539668161748e-03
3.222151800162720292e-03,-4.514187144645021021e-03,-1.875086093354738637e-03
6.750653680853702099e-04,-3.241539176091379204e-03,1.945361245583754339e-03
6.750653680853702099e-04,5.764047295695462481e-04,1.945361245583754339e-03
-3.145564280030654913e-03,5.764047295695462481e-04,5.765808584524023672e-03
6.750653680853702099e-04,3.121700666675053526e-03,4.492326138210600561e-03
3.222151800162720292e-03,4.394348635228695343e-03,-1.875086093354738637e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-3.148568539668161748e-03
6.750653680853702099e-04,-6.962432389840955693e-04,-1.875086093354738637e-03
6.750653680853702099e-04,-6.962432389840955693e-04,-3.148568539668161748e-03
-3.145564280030654913e-03,-6.962432389840955693e-04,-6.016036470413155257e-04
-3.145564280030654913e-03,3.121700666675053526e-03,-6.016036470413155257e-04
3.222151800162720292e-03,4.394348635228695343e-03,-5.695533432295007970e-03
3.222151800162720292e-03,-4.514187144645021021e-03,-4.422050985981584859e-03
6.750653680853702099e-04,-3.241539176091379204e-03,6.718787992721075852e-04
6.750653680853702099e-04,-6.962432389840955693e-04,6.718787992721075852e-04
-3.145564280030654913e-03,-6.962432389840955693e-04,7.039291030837446783e-03
-5.984778479533048312e-04,3.121700666675053526e-03,3.218843691897177450e-03
3.222151800162720292e-03,1.849052698121411709e-03,-6.016036470413155257e-04
3.222151800162720292e-03,5.764047295695462481e-04,-6.016036470413155257e-04
6.750653680853702099e-04,-1.968891207537737387e-03,1.945361245583754339e-03
6.750653680853702099e-04,-6.962432389840955693e-04,6.718787992721075852e-04
-3.145564280030654913e-03,1.849052698121411709e-03,6.718787992721075852e-04
1.948608584124045251e-03,4.394348635228695343e-03,-6.016036470413155257e-04
3.222151800162720292e-03,3.121700666675053526e-03,-5.695533432295007970e-03
3.222151800162720292e-03,-6.962432389840955693e-04,-6.969015878608431080e-03
6.750653680853702099e-04,-6.962432389840955693e-04,-1.875086093354738637e-03
6.750653680853702099e-04,5.764047295695462481e-04,-1.875086093354738637e-03
-3.145564280030654913e-03,-6.962432389840955693e-04,1.945361245583754339e-03
-3.145564280030654913e-03,4.394348635228695343e-03,4.492326138210600561e-03
